Symbol,Name,Last,Sector,Industry,Time,"YTD %Chg","10Y %Chg",Beta,"Market Cap",Sales(a),"Net Income(a)","Earnings ttm","Div Yield","52W %Chg"
A,"Agilent Technologies",133.85,"Computers and Technology","Electronic Test Equipment",2023-03-29,-10.56%,+342.42%,1.04,39218956000,6848000000,1254000000,5.37,0.68%,-1.16%
AAL,"American Airlines Gp",14.35,Transportation,"Transportation - Airline",2023-03-29,+12.81%,-17.62%,1.55,9107006000,48971000000,127000000,0.3,0.00%,-17.05%
AAP,"Advance Auto Parts Inc",117.55,Retail-Wholesale,"Retail - Wholesale Auto Parts",2023-03-29,-20.05%,+40.04%,1.12,6860371000,11154720000,501870000,13.03,5.18%,-44.15%
AAPL,"Apple Inc",160.77,"Computers and Technology","Computer - Mini",2023-03-29,+23.74%,+897.20%,1.3,2494329760000,394328000000,99803000000,5.89,0.58%,-8.45%
ABBV,"Abbvie Inc",158,Medical,"Large Cap Pharma",2023-03-29,-2.23%,+288.06%,0.62,279175456000,58054000000,11836000000,13.93,3.74%,-2.45%
ABC,"Amerisourcebergen Corp",158.97,Medical,"Medical - Dental Suppliers",2023-03-29,-4.07%,+207.09%,0.54,31956762000,238587000000,1698820000,11.15,1.23%,+2.74%
ABT,"Abbott Laboratories",98.62,Medical,"Medical Products",2023-03-29,-10.17%,+174.94%,0.68,168771936000,43653000000,6933000000,5.34,2.10%,-17.81%
ACGL,"Arch Capital Grp Ltd",67.8,Finance,"Insurance - Proprty & Casualty",2023-03-29,+8.00%,+281.26%,0.74,24888060000,9614810000,1476930000,4.86,0.00%,+42.44%
ACN,"Accenture Plc",279.94,"Business Services",Consulting,2023-03-29,+4.91%,+261.98%,1.25,173315712000,61594300000,6877170000,11.16,1.63%,-15.36%
ADBE,"Adobe Systems Inc",379.16,"Computers and Technology","Computer - Software",2023-03-29,+12.67%,+758.19%,1.27,171232288000,17606000000,4756000000,11.08,0.00%,-15.74%
ADI,"Analog Devices",189.17,"Computers and Technology","Semi Analog & Mixed",2023-03-29,+15.33%,+294.92%,1.14,92874608000,12013950000,2748560000,10.4,1.87%,+13.10%
ADM,"Archer Daniels Midland",78.99,"Consumer Staples","Agriculture Operations",2023-03-29,-14.93%,+132.88%,0.79,42923256000,101556000000,4340000000,7.84,2.29%,-14.47%
ADP,"Automatic Data Procs",219.9,"Business Services",Outsourcing,2023-03-29,-7.94%,+275.41%,0.81,88733480000,16498300000,2948900000,7.53,2.33%,-0.34%
ADSK,"Autodesk Inc",199.16,"Computers and Technology","Computer - Software",2023-03-29,+6.58%,+378.23%,1.51,42370244000,5005000000,823000000,4.2,0.00%,-7.54%
AEE,"Ameren Corp",86.01,Utilities,"Utility - Electric Power",2023-03-29,-3.27%,+141.49%,0.41,22159792000,7957000000,1074000000,4.14,2.98%,-6.31%
AEP,"American Electric Power Company",90.1,Utilities,"Utility - Electric Power",2023-03-29,-5.11%,+82.87%,0.44,45746216000,19639500000,2307200000,5.09,3.73%,-7.69%
AES,"The Aes Corp",23.46,Utilities,"Utility - Electric Power",2023-03-29,-18.43%,+82.42%,0.94,15340881000,12617000000,-546000000,1.67,2.89%,-4.83%
AFL,"Aflac Inc",64.29,Finance,"Insurance - Accident & Health",2023-03-29,-10.63%,+144.37%,0.94,38880164000,19502000000,4201000000,5.4,2.64%,-1.52%
AIG,"American International Group",48.7,Finance,"Insurance - Multi Line",2023-03-29,-22.99%,+22.36%,1.15,35019232000,56437000000,10276000000,4.51,2.69%,-23.58%
AIZ,"Assurant Inc",118.2,Finance,"Insurance - Multi Line",2023-03-29,-5.49%,+158.05%,0.54,6146657000,10193000000,276600000,10.94,2.41%,-35.65%
AJG,"Arthur J. Gallagher & Company",189,Finance,"Insurance - Brokers",2023-03-29,+0.24%,+351.51%,0.69,39559772000,8550600000,1114200000,7.77,1.18%,+10.96%
AKAM,"Akamai Technologies",76.73,"Computers and Technology","Internet - Services",2023-03-29,-8.98%,+116.82%,0.78,11967616000,3616650000,523670000,4.05,0.00%,-35.76%
ALB,"Albemarle Corp",224.46,"Basic Materials","Chemical - Diversified",2023-03-29,+3.50%,+248.94%,1.57,25589950000,7320100000,2689820000,21.95,0.73%,+4.72%
ALGN,"Align Technology",306.21,Medical,"Medical - Dental Suppliers",2023-03-29,+45.19%,+811.04%,1.6,23388268000,3734640000,361570000,5.53,0.00%,-29.44%
ALK,"Alaska Air Group",40.63,Transportation,"Transportation - Airline",2023-03-29,-5.38%,+24.48%,1.54,5074381000,9646000000,58000000,4.31,0.00%,-28.96%
ALL,"Allstate Corp",109.7,Finance,"Insurance - Proprty & Casualty",2023-03-29,-19.10%,+116.71%,0.59,28002510000,51412000000,-1311000000,-1.1,3.35%,-21.98%
ALLE,"Allegion Plc",105.4,"Industrial Products","Protection - Safety",2023-03-29,+0.13%,N/A,1.1,9157498000,3271900000,458000000,5.68,1.73%,-7.12%
AMAT,"Applied Materials",119.85,"Computers and Technology","Semi-Eqpt Wafer Fabrication",2023-03-29,+23.07%,+763.50%,1.61,98371728000,25785000000,6525000000,7.85,0.89%,-12.94%
AMCR,"Amcor Plc",11.11,"Industrial Products","Containers - Paper Products",2023-03-29,-6.72%,+13.01%,0.81,16388154000,14544000000,805000000,0.82,4.44%,-2.11%
AMD,"Adv Micro Devices",96.09,"Computers and Technology","Electronics - Semiconductors",2023-03-29,+48.36%,"+3,608.24%",1.95,152372832000,23601000000,1320000000,3.01,0.00%,-20.08%
AME,"Ametek Inc",142.24,"Computers and Technology","Electronic Test Equipment",2023-03-29,+1.80%,+225.51%,1.22,32501860000,6150530000,1159540000,5.68,0.71%,+6.41%
AMGN,"Amgen Inc",241.03,Medical,"Medical - Biomedical",2023-03-29,-8.23%,+132.64%,0.65,127342600000,26323000000,6552000000,17.69,3.57%,+0.23%
AMP,"Ameriprise Financial Services",301.64,Finance,"Finance - Investment Mgmt",2023-03-29,-3.12%,+306.45%,1.49,31476056000,14271000000,2559000000,25.16,1.67%,-3.04%
AMT,"American Tower Corp",198.49,Finance,"REIT - Equity Trust Other",2023-03-29,-6.31%,+150.74%,0.56,89809136000,10711100000,1765800000,3.84,3.24%,-18.99%
AMZN,"Amazon.com Inc",100.25,Retail-Wholesale,"Internet Commerce",2023-03-29,+19.35%,+629.78%,1.25,996443520000,513983000000,-2722000000,0.72,0.00%,-40.68%
ANET,"Arista Networks Inc",162.5,"Computers and Technology","Communications Components",2023-03-29,+33.91%,N/A,1.24,49942384000,4381310000,1352450000,4.14,0.00%,+16.58%
ANSS,"Ansys Inc",320.07,"Computers and Technology","Computer - Software",2023-03-29,+32.48%,+290.21%,1.24,27668090000,2065550000,523710000,6.37,0.00%,+0.52%
AON,"AON Plc",312.69,Finance,"Insurance - Brokers",2023-03-29,+4.18%,+402.44%,0.89,63388876000,12479000000,2589000000,13.37,0.72%,-4.15%
AOS,"Smith A.O. Corp",68.92,"Industrial Products","Machinery - Electrical",2023-03-29,+20.41%,+270.53%,1.27,10282403000,3753900000,235700000,3.14,1.76%,+3.39%
APA,"Apa Corp",35.91,Oils-Energy,"Oil - US Exploration & Product",2023-03-29,-23.07%,-53.47%,3.52,11163214000,12132000000,3674000000,7.74,2.79%,-9.89%
APD,"Air Products and Chemicals",276.33,"Basic Materials","Chemical - Diversified",2023-03-29,-10.36%,+213.98%,0.84,60748584000,12698600000,2256100000,10.53,2.37%,+11.28%
APH,"Amphenol Corp",79.81,"Computers and Technology","Electronics - Connectors",2023-03-29,+4.82%,+318.43%,1.24,46432700000,12623000000,1902300000,3,1.08%,+5.28%
APTV,"Aptiv Plc",109.56,"Business Services","Technology Services",2023-03-29,+17.64%,+189.41%,2.04,29267656000,17489000000,594000000,3.4,0.00%,-7.82%
ARE,"Alexandria Real Estate Equities",123.03,Finance,"REIT - Equity Trust Other",2023-03-29,-15.54%,+66.93%,0.95,20509078000,2588960000,521660000,3.57,4.08%,-37.45%
ATO,"Atmos Energy Corp",111.53,Utilities,"Utility - Gas Distribution",2023-03-29,-0.48%,+157.81%,0.61,15756519000,4201660000,774400000,5.71,2.69%,-5.31%
ATVI,"Activision Blizzard",84.54,"Consumer Discretionary","Toys & Game & Hobby",2023-03-29,+10.44%,+478.93%,0.42,66153512000,7528000000,1513000000,2.95,0.56%,+5.66%
AVB,"Avalonbay Communities",162.2,Finance,"REIT - Equity Trust Resident",2023-03-29,+0.42%,+24.20%,0.9,22012212000,2593450000,1136780000,8.11,4.04%,-35.12%
AVGO,"Broadcom Ltd",625.5,"Computers and Technology","Electronics - Semiconductors",2023-03-29,+11.87%,"+1,640.11%",1.1,260452448000,33203000000,11495000000,37.04,2.95%,-1.17%
AVY,"Avery Dennison Corp",173.18,"Industrial Products","Office Supply & Forms",2023-03-29,-4.32%,+300.67%,0.98,13996981000,9039300000,757100000,9.15,1.74%,-0.18%
AWK,"American Water Works",144.14,Utilities,"Utility - Water Supply",2023-03-29,-5.43%,+240.78%,0.56,25697380000,3792000000,820000000,4.51,1.86%,-10.70%
AXP,"American Express Company",163.59,Finance,"Finance - Misc Services",2023-03-29,+10.72%,+136.01%,1.2,118462752000,55625000000,7514000000,9.84,1.31%,-13.76%
AZO,Autozone,2395.37,Retail-Wholesale,"Retail - Wholesale Auto Parts",2023-03-29,-2.87%,+506.20%,0.69,44251240000,16252230000,2429600000,121.63,0.00%,+18.61%
BA,"Boeing Company",207.97,Aerospace,"Aerospace - Defense",2023-03-29,+9.18%,+138.74%,1.43,122807320000,66608000000,-4935000000,-11.05,0.00%,+10.53%
BAC,"Bank of America Corp",28.67,Finance,"Banks - Major Regional",2023-03-29,-13.44%,+130.87%,1.4,225067968000,115053000000,27528000000,3.19,3.13%,-34.17%
BALL,"Ball Corporation",53.9,"Industrial Products","Containers - Metal & Glass",2023-03-29,+5.40%,+124.04%,0.78,16757252000,15349000000,719000000,2.78,1.50%,-42.22%
BAX,"Baxter International Inc",40.54,Medical,"Medical Products",2023-03-29,-20.46%,+0.94%,0.55,20145092000,15113000000,-2433000000,3.5,2.91%,-48.63%
BBWI,"Bath & Body Works Inc",37.25,Retail-Wholesale,"Retail - Misc & Diversified",2023-03-29,-11.60%,+5.41%,1.77,8702259000,7560000000,800000000,3.42,2.10%,-25.31%
BBY,"Best Buy Company",74.86,Retail-Wholesale,"Retail - Consumer Electronics",2023-03-29,-6.67%,+231.02%,1.51,15987132000,46298000000,1419000000,7.1,5.02%,-22.61%
BDX,"Becton Dickinson and Company",242.93,Medical,"Medical - Dental Suppliers",2023-03-29,-4.47%,+152.31%,0.53,68485680000,18870000000,1779000000,11.57,1.51%,-9.40%
BEN,"Franklin Resources",26.53,Finance,"Finance - Investment Mgmt",2023-03-29,+0.57%,-47.54%,1.27,13191804000,8275300000,1291900000,3.07,4.55%,-5.22%
BF.B,"Brown Forman Inc Cl B",63.69,"Consumer Staples","Beverages - Alcohol",2023-03-29,-3.03%,+120.52%,0.7,30182598000,3933000000,838000000,1.77,1.31%,-4.71%
BG,"Bunge Ltd",97,"Basic Materials","Agriculture Products",2023-03-29,-2.78%,+30.84%,0.66,14482851000,67232000000,1610000000,13.92,2.59%,-14.81%
BIIB,"Biogen Inc",274.01,Medical,"Medical - Biomedical",2023-03-29,-1.05%,+52.32%,0.19,39047340000,10173400000,3046900000,17.69,0.00%,+29.45%
BIO,"Bio-Rad Laboratories",471.97,Medical,"Medical Products",2023-03-29,+12.24%,+273.81%,0.93,13939716000,2802250000,-3627540000,14.23,0.00%,-17.79%
BK,"Bank of New York Mellon Corp",45.06,Finance,"Banks - Major Regional",2023-03-29,-1.01%,+56.88%,1.11,35113776000,19991000000,2573000000,4.52,3.37%,-14.19%
BKNG,"Booking Holdings Inc",2571.77,Retail-Wholesale,"Internet Commerce",2023-03-29,+27.61%,+269.84%,1.31,95818656000,17090000000,3058000000,100.75,0.00%,+12.95%
BKR,"Baker Hughes Company",28.17,Oils-Energy,"Oil - Field Services",2023-03-29,-4.61%,-14.57%,1.46,27889392000,21156000000,-601000000,0.9,2.76%,-23.86%
BLK,"Blackrock Inc",657.22,Finance,"Finance - Investment Mgmt",2023-03-29,-7.25%,+151.57%,1.28,97088512000,17873000000,5178000000,35.36,3.09%,-12.36%
BMY,"Bristol-Myers Squibb Company",68.18,Medical,"Medical - Biomedical",2023-03-29,-5.24%,+65.57%,0.46,143445264000,46159000000,6327000000,7.7,3.34%,-6.74%
BR,"Broadridge Financial Solutions Llc",142.98,"Business Services",Outsourcing,2023-03-29,+6.60%,+466.14%,0.97,16551168000,5709100000,539100000,6.33,2.06%,-7.41%
BRK.B,"Berkshire Hathaway Cl B",305.3,Finance,"Insurance - Proprty & Casualty",2023-03-29,-1.17%,+190.13%,0.88,661280576000,302089000000,-22819000000,13.96,0.00%,-15.09%
BRO,"Brown & Brown",56.42,Finance,"Insurance - Brokers",2023-03-29,-0.97%,+248.19%,0.75,15824674000,3573400000,671800000,2.29,0.82%,-21.76%
BSX,"Boston Scientific Corp",49.08,Medical,"Medical Products",2023-03-29,+6.07%,+522.28%,0.79,69854144000,12682000000,698000000,1.71,0.00%,+10.87%
BWA,"Borgwarner Inc",48.14,Auto-Tires-Trucks,"Auto - Truck Original Parts",2023-03-29,+19.60%,+23.27%,1.41,11144531000,15801000000,944000000,4.6,1.43%,+24.81%
BXP,"Boston Properties",53.15,Finance,"REIT - Equity Trust Other",2023-03-29,-21.35%,-49.63%,1.08,7982290000,3108580000,848950000,5.4,7.70%,-59.04%
C,"Citigroup Inc",45.95,Finance,"Banks - Major Regional",2023-03-29,+1.59%,+2.22%,1.59,87894656000,101078000000,14845000000,6.92,4.51%,-17.83%
CAG,"Conagra Brands Inc",37.56,"Consumer Staples","Food - Misc & Diversified",2023-03-29,-2.95%,+33.77%,0.55,17768468000,11535900000,888200000,2.61,3.54%,+14.41%
CAH,"Cardinal Health",74.6,Medical,"Medical - Dental Suppliers",2023-03-29,-2.95%,+74.12%,0.76,18671098000,181364000000,-933000000,5.02,2.74%,+29.07%
CARR,"Carrier Global Corp",45.38,"Computers and Technology","Electronics Products - Misc",2023-03-29,+10.01%,N/A,1.33,37364056000,20421000000,3534000000,2.33,1.65%,-3.22%
CAT,"Caterpillar Inc",223,"Industrial Products","Machinery - Construct & Mining",2023-03-29,-6.91%,+153.14%,1.11,113678736000,59427000000,6705000000,13.87,2.18%,+0.52%
CB,"Chubb Ltd",193.26,Finance,"Insurance - Proprty & Casualty",2023-03-29,-12.39%,+113.06%,0.66,78384200000,43166000000,5313000000,15.24,1.75%,-11.01%
CBOE,"CBOE Global Markets Inc",132.69,Finance,"Securities Exchanges",2023-03-29,+5.75%,+256.71%,0.49,13933754000,3958500000,235000000,6.94,1.52%,+17.49%
CBRE,"CBRE Group Inc",69.41,Finance,"Real Estate Operations",2023-03-29,-9.81%,+171.09%,1.38,21212108000,30828250000,1407370000,5.68,0.00%,-22.62%
CCI,"Crown Castle Inc",130.97,Finance,"REIT - Equity Trust Other",2023-03-29,-3.44%,+83.07%,0.65,55259008000,6986000000,1675000000,3.86,4.91%,-27.57%
CCL,"Carnival Corp",9.89,"Consumer Discretionary","Leisure & Recreation Services",2023-03-29,+22.70%,-72.80%,2.22,10388759000,12168000000,-6094000000,-4.72,0.00%,-49.02%
CDAY,"Ceridian Hcm Holding Inc",70.29,"Computers and Technology","Internet - Software",2023-03-29,+9.57%,N/A,1.45,10423098000,1246200000,-73400000,-0.17,0.00%,+3.19%
CDNS,"Cadence Design Sys",206,"Computers and Technology","Computer - Software",2023-03-29,+28.24%,"+1,359.30%",1.07,55483244000,3561720000,848950000,3.34,0.00%,+26.79%
CDW,"CDW Corp",188.3,"Computers and Technology","IT Services",2023-03-29,+5.44%,N/A,1.13,25195704000,23748700000,1114500000,9.35,1.27%,+6.20%
CE,"Celanese Corp",105.92,"Basic Materials","Chemical - Specialty",2023-03-29,+3.60%,+134.51%,1.31,11205364000,9673000000,1894000000,15.91,2.71%,-26.35%
CEG,"Constellation Energy Corp",75.88,Oils-Energy,"Other Alt Energy",2023-03-29,-11.98%,N/A,N/A,24732318000,24440000000,-160000000,-0.49,1.49%,+33.64%
CF,"Cf Industries Holdings",72.3,"Basic Materials",Fertilizers,2023-03-29,-15.14%,+84.56%,1.05,13771091000,11186000000,3346000000,17.3,2.28%,-31.22%
CFG,"Citizens Financial Group Inc/Ri",31.13,Finance,"Finance - Savings & Loan",2023-03-29,-20.93%,N/A,1.37,14882815000,9069000000,2073000000,4.76,5.47%,-34.72%
CHD,"Church & Dwight Company",86.74,"Consumer Staples","Soap and Cleaning Products",2023-03-29,+7.60%,+167.37%,0.45,21086610000,5375600000,413900000,2.97,1.26%,-12.59%
CHRW,"C.H. Robinson Ww",96.43,Transportation,"Transportation - Services",2023-03-29,+5.32%,+62.31%,0.79,11087938000,24696630000,940520000,7.53,2.53%,-12.44%
CHTR,"Charter Communications Inc",349.71,"Consumer Discretionary","Cable TV",2023-03-29,+3.13%,+231.68%,1.12,52747032000,54022000000,5055000000,30.77,0.00%,-38.13%
CI,"The Cigna Group",254.03,Finance,"Insurance - Multi Line",2023-03-29,-23.33%,+311.26%,0.67,76195888000,180516000000,6668000000,23.23,1.92%,+4.26%
CINF,"Cincinnati Financial",110.73,Finance,"Insurance - Proprty & Casualty",2023-03-29,+8.15%,+128.78%,0.63,16979722000,6557000000,-486000000,4.23,2.78%,-18.44%
CL,"Colgate-Palmolive Company",74.47,"Consumer Staples","Soap and Cleaning Products",2023-03-29,-5.48%,+26.24%,0.48,61863240000,17967000000,1785000000,2.97,2.52%,-1.22%
CLX,"Clorox Company",155.5,"Consumer Staples","Soap and Cleaning Products",2023-03-29,+10.81%,+76.88%,0.29,19342780000,7107000000,462000000,4.15,3.01%,+12.17%
CMA,"Comerica Inc",44.71,Finance,"Banks - Major Regional",2023-03-29,-33.12%,+18.94%,1.2,5623539000,3740000000,1151000000,8.47,6.64%,-53.00%
CMCSA,"Comcast Corp A",36.95,"Consumer Discretionary","Cable TV",2023-03-29,+5.66%,+73.65%,1,153675248000,121427000000,5370000000,3.65,2.96%,-22.26%
CME,"CME Group Inc",187.05,Finance,"Securities Exchanges",2023-03-29,+11.23%,+205.03%,0.41,67382752000,5019400000,2691000000,7.98,2.35%,-23.52%
CMG,"Chipotle Mexican Grill",1656.72,Retail-Wholesale,"Retail - Restaurants",2023-03-29,+19.40%,+407.23%,1.3,45656392000,8634650000,899100000,32.8,0.00%,+5.18%
CMI,"Cummins Inc",232.71,Auto-Tires-Trucks,"Engines - Internal Combustion",2023-03-29,-3.95%,+98.13%,1.01,32439908000,28074000000,2151000000,16.54,2.74%,+12.03%
CMS,"Cms Energy Corp",61.17,Utilities,"Utility - Electric Power",2023-03-29,-3.41%,+116.28%,0.34,17624532000,8596000000,837000000,2.89,3.23%,-11.50%
CNC,"Centene Corp",63.65,Medical,"Medical - HMO",2023-03-29,-22.39%,+473.30%,0.56,34760184000,144547000000,1202000000,5.76,0.00%,-25.33%
CNP,"Centerpoint Energy Inc",29.3,Utilities,"Utility - Electric Power",2023-03-29,-2.30%,+19.66%,0.87,18090856000,9321000000,1057000000,1.38,2.65%,-3.55%
COF,"Capital One Financial Corp",94.12,Finance,"Finance - Consumer Loans",2023-03-29,+1.25%,+65.82%,1.49,34739136000,38373000000,7360000000,17.6,2.63%,-29.37%
COO,"Cooper Companies",361.82,Medical,"Medical - Dental Suppliers",2023-03-29,+9.42%,+228.88%,0.89,17546988000,3308400000,385800000,12.08,0.02%,-12.34%
COP,Conocophillips,99.75,Oils-Energy,"Oil - US Integrated",2023-03-29,-15.47%,+62.95%,1.29,119354728000,82156000000,18680000000,13.49,2.08%,-3.62%
COST,"Costco Wholesale",490.87,Retail-Wholesale,"Retail - Discount",2023-03-29,+7.53%,+358.74%,0.79,215874224000,226954000000,5844000000,13.77,0.74%,-13.15%
CPB,"Campbell Soup Company",54.62,"Consumer Staples","Food - Misc & Diversified",2023-03-29,-3.75%,+20.70%,0.34,16396311000,8562000000,757000000,3.08,2.70%,+23.71%
CPRT,"Copart Inc",74.04,"Business Services","Auction Valuation Services",2023-03-29,+21.60%,+753.34%,1.21,34843644000,3500920000,1090130000,2.28,0.00%,+17.35%
CPT,"Camden Property Trust",102.64,Finance,"REIT - Equity Trust Resident",2023-03-29,-8.26%,+46.35%,0.79,10940412000,1422760000,653610000,5.99,3.74%,-39.21%
CRL,"Charles River Laboratories Intl",197.58,Medical,"Medical Services",2023-03-29,-9.33%,+333.45%,1.36,9783704000,3976060000,486230000,11.13,0.00%,-30.10%
CRM,"Salesforce Inc",196.64,"Computers and Technology","Computer - Software",2023-03-29,+48.31%,+330.13%,1.21,192300000000,31352000000,208000000,2.67,0.00%,-8.66%
CSCO,"Cisco Systems Inc",51.17,"Computers and Technology","Computer - Networks",2023-03-29,+7.41%,+141.10%,1,206388512000,51557000000,11812000000,3.05,3.02%,-7.20%
CSGP,"Costar Group Inc",68.21,"Computers and Technology","IT Services",2023-03-29,-11.74%,+515.75%,0.88,27416432000,2182400000,369450000,1.13,0.00%,-0.26%
CSX,"CSX Corp",29.59,Transportation,"Transportation - Rail",2023-03-29,-4.49%,+254.57%,1.22,59709848000,14853000000,4166000000,1.9,1.51%,-21.16%
CTAS,"Cintas Corp",465.15,"Industrial Products","Uniform & Related",2023-03-29,+3.00%,+905.28%,1.34,45081680000,7854460000,1235760000,12.01,1.04%,+9.90%
CTLT,"Catalent Inc",66.91,Medical,"Medical - Drugs",2023-03-29,+48.66%,N/A,1.18,11871532000,4828000000,503000000,2.99,0.00%,-38.05%
CTRA,"Coterra Energy Inc",24.11,Oils-Energy,"Oil - US Exploration & Product",2023-03-29,-1.87%,-29.06%,0.25,18356786000,9051000000,4065000000,4.84,3.34%,-14.17%
CTSH,"Cognizant Tech Sol",59.51,"Computers and Technology","Business Software Services",2023-03-29,+4.06%,+53.88%,1.1,30022942000,19428000000,2290000000,4.4,1.97%,-34.99%
CTVA,"Corteva Inc",59.94,"Consumer Staples","Agriculture Operations",2023-03-29,+1.97%,N/A,0.8,41402348000,17455000000,1147000000,2.65,1.03%,+1.54%
CVS,"CVS Corp",74.09,Retail-Wholesale,"Retail - Drug Stores",2023-03-29,-20.50%,+32.97%,0.65,93894280000,322467000000,4149000000,8.7,3.31%,-31.42%
